e46c2d78a-e46c2d78a,0,0,0,0
2e3e10e7a-e46c2d78a,0,0,0,0
4f01cedeb-2e3e10e7a,0,0,0,0
6f07d45ea-4f01cedeb,0,0,0,0
ab7dc712a-6f07d45ea,0,0,0,0
7681d0fe3-ab7dc712a,0,0,0,0
31c750f73-7681d0fe3,31,1,0,3
076547ffb-31c750f73,18,0,0,4
64a9c35b0-076547ffb,18,0,0,4
477a130e5-64a9c35b0,49,0,0,7
c8487ba92-477a130e5,49,0,0,7
2e54336fb-c8487ba92,18,0,0,4
ebf9f53fa-2e54336fb,0,0,0,0
6a911eea7-ebf9f53fa,0,0,0,0
f5dc97e8f-6a911eea7,0,0,0,0
99d28b93a-f5dc97e8f,0,0,0,0
347fc8eda-99d28b93a,0,0,0,1
c99f4d4f8-347fc8eda,0,0,0,0
a56554e85-c99f4d4f8,0,0,0,6
dc708a00f-a56554e85,0,0,0,0
12430f088-dc708a00f,0,0,0,0
406855ba3-12430f088,1,1,0,1
114836b16-406855ba3,1,0,0,2
00d749921-114836b16,0,0,0,0
adbd6db17-00d749921,1,1,0,1
cd48c065f-adbd6db17,0,0,0,0
47ad210a1-cd48c065f,0,0,0,0
075cc9836-47ad210a1,0,0,0,0
1b0911000-075cc9836,0,0,0,0
c7ee0a10e-1b0911000,0,0,0,1
1376d43cc-c7ee0a10e,0,0,0,0
5667fbafb-1376d43cc,0,0,0,0
5667fbafb-5667fbafb,0,0,0,0
bbc5474d3-5667fbafb,0,0,0,0
b899e36ec-bbc5474d3,0,0,0,0
974dadad2-b899e36ec,0,0,0,0
77fcac1e5-974dadad2,0,0,0,1
ff81f3a7a-77fcac1e5,0,0,0,1
f02a62a8e-ff81f3a7a,0,0,0,0
ccb842593-f02a62a8e,0,0,0,1
470647a36-ccb842593,0,0,0,0
ca42ee3dc-470647a36,0,0,0,1
6ac59be75-ca42ee3dc,0,0,0,0
2f2132752-6ac59be75,0,0,0,0
e0d7934db-2f2132752,0,0,0,0
5aa1b9ac7-e0d7934db,0,0,0,0
3b9b28c61-5aa1b9ac7,0,0,0,0
99ddcfdb5-3b9b28c61,0,0,0,0
db1c7c41f-99ddcfdb5,4,0,0,5
760281aa3-db1c7c41f,3,1,0,2
460327d41-760281aa3,8,0,1,4
bbb67c226-460327d41,8,1,0,4
08885f99c-bbb67c226,5,2,0,2
f5cdf4a77-08885f99c,0,0,0,0
aabfd8156-f5cdf4a77,0,0,0,0
6f7b32f8f-aabfd8156,0,0,0,0
5734bbaa6-6f7b32f8f,1,0,0,1
dcb491eed-5734bbaa6,0,0,0,0
1f40bb0e5-dcb491eed,0,0,0,5
52e75940b-1f40bb0e5,41,1,0,8
af416f31d-52e75940b,0,0,0,0
3ef672e28-af416f31d,41,0,1,8
1ac576178-3ef672e28,41,1,0,8
2c097dcf0-1ac576178,0,0,0,0
3f743d25f-2c097dcf0,0,0,0,0
da2df774d-3f743d25f,0,0,0,0
408d994ab-da2df774d,0,0,0,0
4f38328a4-408d994ab,0,0,0,0
43e7c8a04-4f38328a4,0,0,0,0
23fe49503-43e7c8a04,0,0,0,0
104fd782f-23fe49503,0,0,0,0
76db1ab4e-104fd782f,12,1,0,4
340f7795c-76db1ab4e,9,0,0,7
b684f41be-340f7795c,9,0,0,7
381d67126-b684f41be,1,0,0,3
040ff5b87-381d67126,5,0,0,3
7cbdea38a-040ff5b87,4,0,0,4
af5e74949-7cbdea38a,6,0,0,6
560e6eab6-af5e74949,5,0,0,3
dd095fafe-560e6eab6,3,0,1,1
a17815d19-dd095fafe,3,1,0,1
ef962536f-a17815d19,3,0,1,1
b984e84d9-ef962536f,3,1,0,1
0ab101421-b984e84d9,0,0,0,0
925e5311e-0ab101421,0,0,0,0
7b3327399-925e5311e,0,0,0,2
08e14f79e-7b3327399,0,0,0,0
70a3fdffa-08e14f79e,0,0,0,0
2f47d47dc-70a3fdffa,0,0,0,0
14e9cebbd-2f47d47dc,7,2,0,6
d8d27c326-14e9cebbd,109,0,2,12
f6f2c5e5f-d8d27c326,0,0,0,2
f24e6b722-f6f2c5e5f,0,0,0,0
2cc1975ae-f24e6b722,0,0,0,0
31d780dcb-2cc1975ae,0,0,0,0
781a7c3fa-31d780dcb,0,0,0,0
727099562-781a7c3fa,0,0,0,0
d2a202405-727099562,0,0,0,2
333699ef5-d2a202405,0,0,0,0
08682e78f-333699ef5,0,0,0,0
9d4fbcffa-08682e78f,6,3,0,4
ae3871610-9d4fbcffa,0,0,0,0
97cd681d5-ae3871610,0,0,0,0
555b8c344-97cd681d5,0,0,0,0
a276ca66f-555b8c344,0,0,0,0
c7f63bb0b-a276ca66f,0,0,0,0
b0eeb8c44-c7f63bb0b,0,0,0,0
ad2d67f14-b0eeb8c44,0,0,0,0
5c9e67b1b-ad2d67f14,0,0,0,0
2f431d111-5c9e67b1b,0,0,0,1
e60d97073-2f431d111,0,0,0,0
3258cee03-e60d97073,10,0,0,3
c6458c774-3258cee03,0,0,0,0
b5da063dd-c6458c774,0,0,0,0
a76c27525-b5da063dd,0,0,0,0
7fe8a6bf6-a76c27525,1,0,0,1
4c29ac4c3-7fe8a6bf6,0,0,0,0
398b08cef-4c29ac4c3,10,0,0,3
14735a856-398b08cef,10,0,0,3
ac772b97e-14735a856,32,0,1,20
9d0c24734-ac772b97e,4,1,0,1
120da4f7a-9d0c24734,6,2,0,1
20931263c-120da4f7a,32,1,0,20
f1eca4bd3-20931263c,0,0,0,0
e3ec36b0a-f1eca4bd3,11,0,2,5
e0ca6c379-e3ec36b0a,21,0,1,13
df1786ff8-e0ca6c379,0,0,0,0
329de9348-df1786ff8,24,0,0,0
c6065c8df-329de9348,0,0,0,0
bbc687aea-c6065c8df,0,0,0,1
040fe8105-bbc687aea,4,0,0,3
8140eaf50-040fe8105,4,0,0,3
d560a210b-8140eaf50,0,0,0,0
91093ff8c-d560a210b,4,0,0,3
06fb5623d-91093ff8c,5,1,0,3
0eb1d4d47-06fb5623d,10,0,1,7
04b16fd98-0eb1d4d47,0,0,0,0
e283ae728-04b16fd98,5,0,0,3
4db0754a8-e283ae728,8,1,0,5
330c7d916-4db0754a8,0,0,0,0
b41e69af2-330c7d916,8,0,1,5
c74be39b4-b41e69af2,5,1,0,2
b1e5430f5-c74be39b4,8,0,1,5
07e3b3d91-b1e5430f5,8,1,0,5
b3c772c74-07e3b3d91,3,1,0,3
49156689e-b3c772c74,0,0,0,0
f2d9c138f-49156689e,2,0,0,1
5c0c994d0-f2d9c138f,8,0,0,14
86a64d79f-5c0c994d0,0,0,0,0
5270a2732-86a64d79f,0,0,0,0
caf5b017e-5270a2732,0,0,0,0
a307d81ad-caf5b017e,0,0,0,14
f9425b022-a307d81ad,23,0,0,8
3b03ce3e5-f9425b022,0,0,0,5
deab3d5dc-3b03ce3e5,0,0,0,14
f90fbb9cd-deab3d5dc,23,0,0,22
f12656410-f90fbb9cd,23,0,0,13
4cd33267f-f12656410,0,0,0,0
9f19a89bc-4cd33267f,0,0,0,1
c49289ae7-9f19a89bc,0,1,1,2
e05ee172b-c49289ae7,0,0,0,0
649c2fe04-e05ee172b,0,0,0,1
c08359a25-649c2fe04,0,0,0,0
308204f62-c08359a25,0,0,0,2
57c0ca41e-308204f62,0,0,0,0
4d0e06064-57c0ca41e,0,0,0,1
af30c4349-4d0e06064,0,0,0,0
5ee3dfb51-af30c4349,0,0,0,0
0b27f9c6a-5ee3dfb51,0,0,0,3
c53890977-0b27f9c6a,0,0,0,4
84b7f739e-c53890977,0,0,0,0
c0495e705-84b7f739e,0,0,0,4
54363d6e7-c0495e705,0,0,0,3
d195f4d7f-54363d6e7,0,0,0,0
b68aea457-d195f4d7f,0,0,0,4
f0b4d2111-b68aea457,0,0,0,3
ab8c3daa4-f0b4d2111,0,0,0,1
2684958cd-ab8c3daa4,0,0,0,2
9979599c1-2684958cd,0,0,0,0
f769c6402-9979599c1,0,0,0,1
